lead_id,activity_timestamp,activity_value,points
6697,2021-01-06,Ebook: Windows Server Hardening Guide,2
6698,2020-01-20,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6699,2021-06-16,Request a Quote: DataSec Classification for SharePoint,40
6700,2021-06-24,Request a Quote: DataSec Classification for NetApp,40
6701,2020-11-05,Request a Quote: DataSec Auditor for Active Directory,40
6702,2021-01-09,Get a Demo: DataSec Auditor for Network Devices,40
6703,2021-06-03,DataSec Event Log Manager,8
6703,2021-06-11,Ebook: Windows Server Hardening Guide,2
6704,2020-11-19,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
6705,2020-02-25,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6706,2021-06-07,Request a Quote: DataSec Auditor for Windows File Servers,40
6707,2021-01-28,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6708,2020-08-02,DataSec Service Monitor,8
6708,2020-08-09,Free Trial: DataSec Auditor for Oracle Database,40
6709,2020-08-23,Free Trial: DataSec Auditor for SharePoint,40
6710,2019-12-26,DataSec Account Lockout Examiner,8
6710,2020-01-03,Launch In-Browser Demo: DataSec Classification for NetApp,15
6711,2021-01-24,Launch In-Browser Demo: DataSec Auditor for SharePoint,15
6712,2020-11-14,Free Trial: DataSec Classification for SharePoint,40
6713,2020-06-30,Free Trial: DataSec Classification for NetApp,40
6714,2020-02-24,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6715,2020-11-22,Launch In-Browser Demo: DataSec Classification for SharePoint,15
6716,2020-04-17,Free Trial: DataSec Auditor for Qumulo,40
6717,2020-04-15,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
6717,2020-04-25,White Paper: Active Directory Security Best Practices,2
6717,2020-05-08,"Webinar Registration: Ransomware Unmasked: Detection, Response, and Resilience",5
6717,2020-05-24,White Paper: Insider Threat Detection Fundamentals,2
6718,2021-03-14,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
6718,2021-03-19,White Paper: Preventing Data Loss - A DLP Primer,2
6719,2020-08-05,Ebook: Windows Server Hardening Guide,2
6719,2020-08-07,DataSec Password Expiration Notifier,8
6720,2020-04-26,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6720,2020-05-10,White Paper: Insider Threat Detection Fundamentals,2
6720,2020-05-22,DataSec Flashlight for NetSuite,8
6721,2020-10-20,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6722,2021-04-25,DataSec Account Lockout Examiner,8
6722,2021-04-30,Ebook: Defending Against Crypto-Ransomware,2
6723,2020-10-06,Request a Quote: DataSec Auditor for Oracle Database,40
6724,2020-08-29,Request a Quote: DataSec Auditor for Windows Server,40
6725,2021-01-09,DataSec Account Lockout Examiner,8
6725,2021-01-17,DataSec Password Expiration Notifier,8
6726,2021-02-04,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
6727,2021-03-13,Launch In-Browser Demo: DataSec Classification for Qumulo,15
6728,2020-10-11,DataSec Bulk Password Reset,8
6728,2020-10-20,White Paper: HIPAA Compliance for IT Auditors,2
6729,2020-03-11,Launch In-Browser Demo: DataSec Classification for NetApp,15
6730,2020-08-20,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6731,2020-10-09,Get a Demo: DataSec Auditor for Windows File Servers,40
6731,2020-10-21,Ebook: Privileged Access Management Fundamentals,2
6732,2020-01-16,Launch In-Browser Demo: DataSec Classification for Qumulo,15
6732,2020-01-29,Ebook: Defending Against Crypto-Ransomware,2
6733,2020-10-15,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6733,2020-10-27,White Paper: HIPAA Compliance for IT Auditors,2
6734,2020-11-21,Get a Demo: DataSec Auditor for Windows Server,40
6735,2020-03-18,Free Trial: DataSec Auditor for Windows Server,40
6736,2021-03-02,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
6737,2020-04-07,Free Trial: DataSec Auditor for Active Directory,40
6738,2020-09-14,Request a Quote: DataSec Auditor for Qumulo,40
6739,2021-03-10,Get a Demo: DataSec Auditor for NetApp,40
6740,2020-06-02,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
6741,2021-02-26,Free Trial: DataSec Auditor for SharePoint,40
6742,2021-06-21,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
6742,2021-06-30,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
6743,2020-01-23,DataSec Effective Permissions Reporting Tool,8
6743,2020-01-26,DataSec Service Monitor,8
6744,2021-06-26,Launch In-Browser Demo: DataSec Classification for SharePoint,15
6744,2021-07-01,Webinar Attendance: Block Insider Threats Where They Start: At the Endpoint,10
6745,2020-02-05,Ebook: Windows Server Hardening Guide,2
6745,2020-02-08,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6746,2020-07-22,White Paper: A Practical Guide to GDPR Compliance,2
6746,2020-07-28,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
6747,2020-07-21,Request a Quote: DataSec Auditor for Dell Data Storage,40
6747,2020-07-31,Request a Quote: DataSec Classification for Nutanix Files,40
6748,2020-05-26,White Paper: Active Directory Security Best Practices,2
6748,2020-06-06,Launch In-Browser Demo: DataSec Classification for NetApp,15
6749,2020-04-29,Free Trial: DataSec Auditor for Windows File Servers,40
6750,2020-02-19,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6751,2021-03-22,DataSec Event Log Manager,8
6751,2021-04-01,Free Trial: DataSec Classification for Azure Files,40
6752,2020-11-07,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6752,2020-11-19,DataSec Service Monitor,8
6752,2020-11-24,White Paper: HIPAA Compliance for IT Auditors,2
6753,2020-03-12,Request a Quote: DataSec Auditor for Windows Server,40
6753,2020-03-28,Launch In-Browser Demo: DataSec Auditor for NetApp,15
6754,2020-08-20,Free Trial: DataSec Classification for Qumulo,40
6754,2020-08-23,DataSec Effective Permissions Reporting Tool,8
6754,2020-09-01,Ebook: Privileged Access Management Fundamentals,2
6755,2020-03-14,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
6756,2021-01-12,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
6757,2020-02-29,DataSec Inactive User Tracker,8
6757,2020-03-08,White Paper: Insider Threat Detection Fundamentals,2
6758,2020-10-02,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6758,2020-10-21,White Paper: Insider Threat Detection Fundamentals,2
6759,2020-02-14,Ebook: Windows Server Hardening Guide,2
6759,2020-02-20,DataSec Inactive User Tracker,8
6760,2020-09-20,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
6761,2020-10-01,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6762,2021-07-01,Request a Quote: DataSec Classification for SharePoint,40
6763,2021-06-15,Ebook: Password Policy Best Practices,2
6763,2021-06-20,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
6764,2021-05-10,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
6765,2021-01-15,Ebook: Defending Against Crypto-Ransomware,2
6765,2021-01-27,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
6766,2020-05-23,Launch In-Browser Demo: DataSec Auditor for Microsoft 365,15
6767,2020-08-25,Request a Quote: DataSec Auditor for Windows File Servers,40
6767,2020-09-13,"Webinar Registration: Ransomware Unmasked: Detection, Response, and Resilience",5
6767,2020-09-22,DataSec Disk Space Monitor,8
6768,2020-06-28,Request a Quote: DataSec Auditor for Active Directory,40
6769,2021-02-28,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
6770,2020-07-02,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6771,2020-02-14,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6772,2020-01-25,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
6773,2020-01-24,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
6774,2020-05-12,Get a Demo: DataSec Auditor for Active Directory,40
6775,2021-05-17,Request a Quote: DataSec Auditor for Network Devices,40
6776,2020-07-01,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
6776,2020-07-18,Request a Quote: DataSec Auditor for Active Directory,40
6777,2020-01-29,Get a Demo: DataSec Classification for Qumulo,40
6778,2020-07-13,DataSec Event Log Manager,8
6778,2020-07-18,Webinar Registration: Group and Identity Management Mastery: Techniques and Best Practices,5
6779,2021-06-15,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
6779,2021-06-22,DataSec Disk Space Monitor,8
6780,2021-05-10,Request a Quote: DataSec Auditor for Active Directory,40
6780,2021-05-19,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
6780,2021-06-07,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
6781,2020-05-11,Request a Quote: DataSec Auditor for Network Devices,40
6782,2021-02-22,Ebook: Defending Against Crypto-Ransomware,2
6782,2021-02-24,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
6782,2021-03-08,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6783,2020-11-16,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6784,2020-02-04,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
6785,2020-08-15,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
6785,2020-08-28,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
6785,2020-09-07,White Paper: Preventing Data Loss - A DLP Primer,2
6786,2021-02-11,Request a Quote: DataSec Auditor for Active Directory,40
6787,2020-11-21,White Paper: HIPAA Compliance for IT Auditors,2
6787,2020-11-26,DataSec Password Expiration Notifier,8
6788,2020-12-15,Request a Quote: DataSec Auditor for Windows Server,40
6788,2020-12-31,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6789,2020-03-30,Ebook: Privileged Access Management Fundamentals,2
6789,2020-04-05,White Paper: PCI DSS Compliance Checklist for IT Teams,2
6789,2020-04-09,Request a Quote: DataSec Auditor for Windows File Servers,40
6790,2020-04-16,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
6790,2020-05-01,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
6791,2020-11-30,Get a Demo: DataSec Auditor for Exchange,40
6792,2020-05-27,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
6792,2020-06-12,Webinar Registration: Block Insider Threats Where They Start: At the Endpoint,5
6792,2020-06-30,Free Trial: DataSec Classification for Azure Files,40
6792,2020-07-15,Launch In-Browser Demo: DataSec Classification for NetApp,15
6793,2020-02-04,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6793,2020-02-11,Ebook: Password Policy Best Practices,2
6794,2021-04-26,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6795,2021-06-25,DataSec Service Monitor,8
6795,2021-06-27,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
6796,2020-09-18,Launch In-Browser Demo: DataSec Classification for Synology,15
6796,2020-09-26,Free Trial: DataSec Auditor for Windows Server,40
6797,2021-01-09,Get a Demo: DataSec Classification for Synology,40
6798,2020-11-05,White Paper: PCI DSS Compliance Checklist for IT Teams,2
6798,2020-11-06,DataSec Account Lockout Examiner,8
6799,2020-12-26,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
6799,2021-01-01,Request a Quote: DataSec Auditor for Nutanix Files,40
6799,2021-01-11,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
6800,2020-07-19,Free Trial: DataSec Auditor for NetApp,40
6801,2021-04-23,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
6801,2021-05-12,DataSec Inactive User Tracker,8
6802,2021-06-06,Get a Demo: DataSec Classification for Nutanix Files,40
6803,2020-11-16,Free Trial: DataSec Auditor for Qumulo,40
6804,2020-11-09,White Paper: A Practical Guide to GDPR Compliance,2
6804,2020-11-22,DataSec Flashlight for NetSuite,8
6805,2021-05-09,Free Trial: DataSec Auditor for Windows File Servers,40
6806,2021-05-23,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
6807,2020-11-28,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6808,2021-04-17,White Paper: A Practical Guide to GDPR Compliance,2
6808,2021-04-21,DataSec Flashlight for NetSuite,8
6809,2020-03-08,Get a Demo: DataSec Auditor for Microsoft 365,40
6809,2020-03-13,DataSec Event Log Manager,8
6810,2020-04-17,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
6811,2020-04-06,DataSec Flashlight for NetSuite,8
6811,2020-04-19,Get a Demo: DataSec Auditor for Windows Server,40
6812,2020-03-05,Free Trial: DataSec Auditor for Active Directory,40
6813,2020-08-25,Launch In-Browser Demo: DataSec Auditor for Exchange,15
6814,2021-05-15,Launch In-Browser Demo: DataSec Classification for SharePoint,15
6815,2020-02-03,Ebook: Defending Against Crypto-Ransomware,2
6815,2020-02-09,Ebook: Password Policy Best Practices,2
6815,2020-02-15,Request a Quote: DataSec Classification for NetApp,40
6816,2021-05-19,Get a Demo: DataSec Classification for Azure Files,40
6817,2021-04-10,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
6818,2020-10-10,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
6818,2020-10-12,Free Trial: DataSec Auditor for Network Devices,40
6819,2021-05-21,Free Trial: DataSec Auditor for Windows File Servers,40
6820,2020-01-30,Get a Demo: DataSec Classification for NetApp,40
6821,2021-06-07,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
6822,2020-12-07,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
6823,2020-08-04,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
6824,2020-03-21,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
6825,2020-08-02,Free Trial: DataSec Auditor for Active Directory,40
6825,2020-08-13,White Paper: Active Directory Security Best Practices,2
6825,2020-08-27,Ebook: Privileged Access Management Fundamentals,2
6826,2020-07-15,Webinar Registration: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,5
6826,2020-07-19,Free Trial: DataSec Auditor for Windows Server,40
6827,2020-06-15,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
6828,2021-01-19,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
6829,2020-06-04,Free Trial: DataSec Auditor for Windows File Servers,40
6830,2020-02-21,Request a Quote: DataSec Classification for Synology,40
6831,2020-02-09,DataSec Disk Space Monitor,8
6831,2020-02-17,DataSec Account Lockout Examiner,8
6832,2020-09-20,Launch In-Browser Demo: DataSec Classification for NetApp,15
6833,2020-07-26,DataSec Account Lockout Examiner,8
6833,2020-07-31,Ebook: Privileged Access Management Fundamentals,2
6834,2020-06-27,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
6835,2020-07-28,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6836,2020-03-09,Launch In-Browser Demo: DataSec Classification for NetApp,15
6837,2020-08-28,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
6838,2020-05-12,Free Trial: DataSec Auditor for Windows File Servers,40
6839,2020-12-23,Launch In-Browser Demo: DataSec Auditor for Exchange,15
6839,2021-01-10,Free Trial: DataSec Classification for SharePoint,40
6840,2020-01-01,White Paper: PCI DSS Compliance Checklist for IT Teams,2
6840,2020-01-12,Get a Demo: DataSec Auditor for Network Devices,40
6840,2020-01-15,DataSec Effective Permissions Reporting Tool,8
6841,2021-01-20,Launch In-Browser Demo: DataSec Auditor for Exchange,15
6842,2020-07-24,Free Trial: DataSec Classification for Azure Files,40
6842,2020-07-28,Free Trial: DataSec Auditor for Windows File Servers,40
6843,2020-05-17,Free Trial: DataSec Auditor for Network Devices,40
6844,2021-04-19,DataSec Flashlight for NetSuite,8
6844,2021-04-24,Free Trial: DataSec Auditor for Windows File Servers,40
6845,2020-07-28,Request a Quote: DataSec Auditor for Windows Server,40
6846,2021-01-30,White Paper: Preventing Data Loss - A DLP Primer,2
6846,2021-02-01,Free Trial: DataSec Auditor for NetApp,40
6847,2020-06-11,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
6848,2020-06-02,Free Trial: DataSec Classification for Azure Files,40
6849,2020-07-24,Get a Demo: DataSec Classification for Synology,40
6850,2020-06-11,Launch In-Browser Demo: DataSec Classification for NetApp,15
6851,2020-01-02,Request a Quote: DataSec Classification for Nutanix Files,40
6852,2020-05-12,Webinar Registration: Block Insider Threats Where They Start: At the Endpoint,5
6852,2020-05-24,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
6853,2021-01-28,Free Trial: DataSec Auditor for Windows Server,40
6853,2021-02-14,Ebook: Defending Against Crypto-Ransomware,2
6854,2021-02-13,Ebook: Defending Against Crypto-Ransomware,2
6854,2021-02-21,Ebook: Password Policy Best Practices,2
6854,2021-02-26,DataSec Effective Permissions Reporting Tool,8
6855,2020-10-27,Request a Quote: DataSec Auditor for Windows Server,40
6856,2020-06-11,Request a Quote: DataSec Classification for Nutanix Files,40
6856,2020-06-28,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
6856,2020-07-08,Request a Quote: DataSec Auditor for Exchange,40
6856,2020-07-15,Request a Quote: DataSec Auditor for Windows File Servers,40
6857,2020-11-27,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
6858,2020-04-15,Get a Demo: DataSec Auditor for Exchange,40
6859,2020-08-18,Request a Quote: DataSec Auditor for SharePoint,40
6860,2020-10-16,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
6861,2020-06-06,Free Trial: DataSec Auditor for Oracle Database,40
6862,2020-10-29,Request a Quote: DataSec Auditor for Active Directory,40
6863,2020-12-18,Launch In-Browser Demo: DataSec Auditor for VMware,15
6863,2021-01-06,DataSec Account Lockout Examiner,8
6864,2020-10-12,Free Trial: DataSec Auditor for Windows File Servers,40
6865,2020-09-24,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6866,2020-06-25,Request a Quote: DataSec Classification for Windows File Servers,40
6867,2021-01-29,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6868,2020-09-08,Free Trial: DataSec Auditor for Windows Server,40
6869,2020-08-23,Get a Demo: DataSec Auditor for Nutanix Files,40
6870,2020-03-25,Get a Demo: DataSec Classification for Windows File Servers,40
6871,2021-04-17,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
6871,2021-04-24,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6872,2020-01-30,Request a Quote: DataSec Auditor for Qumulo,40
6873,2020-03-06,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6874,2020-11-11,Get a Demo: DataSec Auditor for Windows Server,40
6875,2020-08-29,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
6876,2020-03-29,DataSec Password Expiration Notifier,8
6876,2020-04-08,White Paper: A Practical Guide to GDPR Compliance,2
6877,2020-10-25,DataSec Disk Space Monitor,8
6877,2020-11-04,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
6878,2020-11-19,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
6879,2020-03-28,DataSec Inactive User Tracker,8
6879,2020-04-09,Launch In-Browser Demo: DataSec Auditor for NetApp,15
6880,2021-01-16,Free Trial: DataSec Auditor for Windows File Servers,40
6881,2020-07-05,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6882,2020-03-14,White Paper: A Practical Guide to GDPR Compliance,2
6882,2020-03-14,White Paper: HIPAA Compliance for IT Auditors,2
6882,2020-03-25,Free Trial: DataSec Classification for Nutanix Files,40
6883,2021-03-28,Get a Demo: DataSec Classification for Synology,40
6884,2020-10-04,Get a Demo: DataSec Classification for Qumulo,40
6885,2020-02-24,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
6886,2020-08-24,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6887,2020-05-22,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
6888,2020-08-29,Get a Demo: DataSec Auditor for Qumulo,40
6889,2021-04-11,Request a Quote: DataSec Auditor for Windows File Servers,40
6890,2020-04-25,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
6891,2020-11-10,Ebook: Password Policy Best Practices,2
6891,2020-11-19,Webinar Registration: Discover and Secure Sensitive Data with DataSec Classification,5
6891,2020-11-21,Get a Demo: DataSec Auditor for Qumulo,40
6892,2020-02-16,White Paper: Insider Threat Detection Fundamentals,2
6892,2020-02-27,Get a Demo: DataSec Classification for SharePoint,40
6893,2020-09-15,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6894,2020-06-02,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6895,2020-02-02,Webinar Registration: Get on Top of Active Directory Certificate Services and Stay There,5
6895,2020-02-04,DataSec Service Monitor,8
6896,2021-01-12,Request a Quote: DataSec Auditor for Active Directory,40
6897,2020-08-02,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6898,2020-08-01,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
6899,2021-02-06,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6899,2021-02-10,DataSec Password Expiration Notifier,8
6900,2020-01-30,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6900,2020-02-07,White Paper: Insider Threat Detection Fundamentals,2
6901,2020-06-04,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6902,2021-03-13,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
6903,2021-01-24,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6904,2020-08-25,Request a Quote: DataSec Auditor for NetApp,40
6905,2020-10-08,Get a Demo: DataSec Classification for Nutanix Files,40
6906,2020-12-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6907,2020-04-14,Get a Demo: DataSec Auditor for Nutanix Files,40
6908,2021-03-19,White Paper: A Practical Guide to GDPR Compliance,2
6908,2021-03-20,DataSec Effective Permissions Reporting Tool,8
6909,2020-11-12,Ebook: Password Policy Best Practices,2
6909,2020-11-15,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
6909,2020-11-22,Launch In-Browser Demo: DataSec Classification for NetApp,15
6910,2020-10-30,Free Trial: DataSec Auditor for Windows File Servers,40
6911,2020-03-06,White Paper: A Practical Guide to GDPR Compliance,2
6911,2020-03-13,DataSec Bulk Password Reset,8
6912,2020-05-21,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
6912,2020-06-09,White Paper: Active Directory Security Best Practices,2
6912,2020-06-28,DataSec Account Lockout Examiner,8
6913,2020-12-04,Free Trial: DataSec Auditor for Dell Data Storage,40
6913,2020-12-22,Webinar Registration: Group and Identity Management Mastery: Techniques and Best Practices,5
6913,2021-01-06,White Paper: A Practical Guide to GDPR Compliance,2
6914,2020-08-07,Launch In-Browser Demo: DataSec Classification for Qumulo,15
6915,2021-02-08,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6916,2020-03-25,Launch In-Browser Demo: DataSec Classification for Qumulo,15
6916,2020-03-30,DataSec Disk Space Monitor,8
6917,2020-01-14,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6918,2020-01-13,Ebook: Password Policy Best Practices,2
6918,2020-01-23,Get a Demo: DataSec Classification for Synology,40
6919,2020-08-31,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6920,2021-05-28,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
6921,2020-02-05,Ebook: Windows Server Hardening Guide,2
6921,2020-02-10,Ebook: Privileged Access Management Fundamentals,2
6921,2020-02-11,White Paper: A Practical Guide to GDPR Compliance,2
6921,2020-02-13,Ebook: Windows Server Hardening Guide,2
6921,2020-02-15,Get a Demo: DataSec Auditor for Active Directory,40
6922,2020-02-29,White Paper: HIPAA Compliance for IT Auditors,2
6922,2020-03-05,Get a Demo: DataSec Auditor for SQL Server,40
6923,2020-02-01,Launch In-Browser Demo: DataSec Auditor for Synology,15
6924,2020-07-23,Get a Demo: DataSec Auditor for Windows File Servers,40
6925,2021-01-28,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
6926,2021-01-29,Free Trial: DataSec Auditor for Active Directory,40
6927,2020-11-28,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
6928,2020-10-09,Ebook: Defending Against Crypto-Ransomware,2
6928,2020-10-11,Ebook: Windows Server Hardening Guide,2
6928,2020-10-12,DataSec Effective Permissions Reporting Tool,8
6929,2020-03-15,Request a Quote: DataSec Auditor for Windows Server,40
6930,2020-08-30,Request a Quote: DataSec Auditor for Oracle Database,40
6930,2020-09-14,White Paper: HIPAA Compliance for IT Auditors,2
6930,2020-09-21,Launch In-Browser Demo: DataSec Auditor for VMware,15
6930,2020-09-29,White Paper: PCI DSS Compliance Checklist for IT Teams,2
6930,2020-10-07,Get a Demo: DataSec Auditor for Azure Files,40
6931,2020-06-17,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
6932,2020-09-22,Request a Quote: DataSec Auditor for Nutanix Files,40
6933,2021-01-15,Launch In-Browser Demo: DataSec Auditor for SharePoint,15
6934,2021-01-22,White Paper: PCI DSS Compliance Checklist for IT Teams,2
6934,2021-02-03,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6935,2020-10-20,Get a Demo: DataSec Classification for Nutanix Files,40
6936,2020-06-09,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6937,2020-12-09,DataSec Bulk Password Reset,8
6937,2020-12-20,DataSec Account Lockout Examiner,8
6938,2021-01-14,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
6938,2021-01-17,Free Trial: DataSec Classification for Synology,40
6939,2020-03-19,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6940,2020-11-14,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
6941,2020-08-09,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
6942,2020-11-23,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6943,2020-04-23,Launch In-Browser Demo: DataSec Auditor for Exchange,15
6944,2020-03-10,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6945,2021-03-04,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6945,2021-03-13,Webinar Registration: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,5
6946,2020-08-03,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6947,2021-05-27,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6948,2021-03-14,DataSec Bulk Password Reset,8
6948,2021-03-22,DataSec Disk Space Monitor,8
6949,2020-03-07,Get a Demo: DataSec Auditor for Oracle Database,40
6950,2020-02-05,DataSec Disk Space Monitor,8
6950,2020-02-14,White Paper: HIPAA Compliance for IT Auditors,2
6951,2021-06-25,Get a Demo: DataSec Auditor for Active Directory,40
6952,2020-02-12,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6953,2020-01-23,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
6954,2020-09-08,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6954,2020-09-11,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
6955,2020-04-30,Request a Quote: DataSec Classification for SharePoint,40
6955,2020-05-09,White Paper: Preventing Data Loss - A DLP Primer,2
6955,2020-05-15,Ebook: Defending Against Crypto-Ransomware,2
